Epoch;Accuracy;Learning rate
1;0.3005008347245409;0.01
2;0.5008347245409015;0.01
3;0.5909849749582637;0.01
4;0.5208681135225376;0.01
5;0.6277128547579299;0.01
6;0.672787979966611;0.01
7;0.657762938230384;0.01
8;0.6110183639398998;0.01
