Epoch;Accuracy;Learning rate
1;0.728537170263789;0.01
2;0.7479616306954436;0.01
3;0.7642685851318944;0.01
4;0.7920863309352518;0.01
5;0.7899280575539568;0.01
6;0.7954436450839328;0.01
7;0.7882494004796163;0.01
8;0.8023980815347722;0.01
9;0.7887290167865707;0.01
