Epoch;Accuracy;Learning rate
1;0.2604340567612688;0.01
2;0.2654424040066778;0.01
3;0.25375626043405675;0.01
4;0.2871452420701169;0.01
5;0.28213689482470783;0.01
6;0.2637729549248748;0.01
7;0.28213689482470783;0.01
8;0.27879799666110183;0.01
9;0.27212020033388984;0.01
