Epoch;Accuracy;Learning rate
1;0.6064748201438849;0.01
2;0.8177458033573142;0.01
3;0.8491606714628297;0.01
4;0.8565947242206235;0.01
5;0.8585131894484412;0.01
6;0.8652278177458034;0.01
7;0.8628297362110312;0.01
8;0.8618705035971223;0.01
