Epoch;Accuracy;Learning rate
1;0.34891485809682804;0.01
2;0.4557595993322204;0.01
3;0.4791318864774624;0.01
4;0.5409015025041736;0.01
5;0.5459098497495827;0.01
6;0.5342237061769616;0.01
7;0.5592654424040067;0.01
8;0.5459098497495827;0.01
