Epoch;Accuracy;Learning rate
1;0.7707434052757793;0.01
2;0.7817745803357314;0.01
3;0.8194244604316546;0.01
4;0.8148681055155875;0.01
5;0.8218225419664269;0.01
6;0.8321342925659473;0.01
7;0.8232613908872902;0.01
8;0.826378896882494;0.01
9;0.8330935251798561;0.01
