Epoch;Accuracy;Learning rate
1;0.31385642737896496;0.01
2;0.31385642737896496;0.01
3;0.37061769616026713;0.01
4;0.3105175292153589;0.01
5;0.34724540901502504;0.01
6;0.3589315525876461;0.01
7;0.3756260434056761;0.01
8;0.3756260434056761;0.01
9;0.3555926544240401;0.01
