Epoch;Accuracy;Learning rate
1;0.9078498293515358;0.01
2;0.9328782707622298;0.01
3;0.9476678043230944;0.01
4;0.944254835039818;0.01
5;0.9465301478953356;0.01
6;0.9510807736063709;0.01
7;0.949943117178612;0.01
8;0.9601820250284414;0.01
9;0.9567690557451649;0.01
10;0.9465301478953356;0.01
