Epoch;Accuracy;Learning rate
1;0.7534772182254197;0.01
2;0.7764988009592326;0.01
3;0.7947242206235012;0.01
4;0.8119904076738609;0.01
5;0.8127098321342926;0.01
6;0.7865707434052758;0.01
7;0.8004796163069544;0.01
8;0.8129496402877698;0.01
9;0.8237410071942446;0.01
