Epoch;Accuracy;Learning rate
1;0.2687813021702838;0.01
2;0.2904841402337229;0.01
3;0.31719532554257096;0.01
4;0.32554257095158595;0.01
5;0.34390651085141904;0.01
6;0.32220367278797996;0.01
7;0.328881469115192;0.01
8;0.34557595993322204;0.01
9;0.335559265442404;0.01
