Epoch;Accuracy;Learning rate
1;0.2704507512520868;0.01
2;0.2838063439065108;0.01
3;0.27212020033388984;0.01
4;0.2838063439065108;0.01
5;0.31385642737896496;0.01
6;0.27212020033388984;0.01
7;0.27545909849749584;0.01
8;0.27545909849749584;0.01
9;0.28213689482470783;0.01
