Epoch;Accuracy;Learning rate
1;0.7062350119904077;0.01
2;0.7558752997601919;0.01
3;0.7695443645083933;0.01
4;0.791127098321343;0.01
5;0.7947242206235012;0.01
6;0.7858513189448442;0.01
7;0.7808153477218226;0.01
8;0.7940047961630695;0.01
9;0.7997601918465228;0.01
