Epoch;Accuracy;Learning rate
1;0.290167865707434;0.01
2;0.7892086330935252;0.01
3;0.8338129496402877;0.01
4;0.8532374100719424;0.01
5;0.8556354916067146;0.01
6;0.8558752997601918;0.01
7;0.8597122302158273;0.01
8;0.8621103117505995;0.01
