Epoch;Accuracy;Learning rate
1;0.1636060100166945;0.01
2;0.3739565943238731;0.01
3;0.41068447412353926;0.01
4;0.5175292153589316;0.01
5;0.4707846410684474;0.01
6;0.5342237061769616;0.01
7;0.5626043405676127;0.01
8;0.5742904841402338;0.01
9;0.5575959933222037;0.01
10;0.5442404006677797;0.01
11;0.5626043405676127;0.01
12;0.5425709515859767;0.01
13;0.5993322203672788;0.01
14;0.6093489148580968;0.01
15;0.5542570951585977;0.01
16;0.6010016694490818;0.01
17;0.5926544240400667;0.01
