Epoch;Accuracy;Learning rate
1;0.3672787979966611;0.01
2;0.44240400667779634;0.01
3;0.4557595993322204;0.01
4;0.4273789649415693;0.01
5;0.4791318864774624;0.01
6;0.4691151919866444;0.01
7;0.43906510851419034;0.01
8;0.49248747913188645;0.01
9;0.4741235392320534;0.01
10;0.44908180300500833;0.01
11;0.5025041736227045;0.01
12;0.5025041736227045;0.01
13;0.48914858096828046;0.01
