Epoch;Accuracy;Learning rate
1;0.8227817745803357;0.01
2;0.8441247002398081;0.01
1;0.8227817745803357;0.01
2;0.8441247002398081;0.01
3;0.8438848920863309;0.01
4;0.8563549160671463;0.01
5;0.854916067146283;0.01
6;0.8565947242206235;0.01
7;0.8494004796163069;0.01
8;0.8532374100719424;0.01
9;0.8601918465227818;0.01
10;0.8652278177458034;0.01
11;0.8616306954436451;0.01
12;0.8683453237410071;0.01
13;0.8609112709832134;0.01
