Epoch;Accuracy;Learning rate
1;0.20455635491606713;0.01
2;0.2702637889688249;0.01
3;0.5045563549160671;0.01
4;0.6654676258992805;0.01
5;0.7664268585131895;0.01
6;0.7954436450839328;0.01
7;0.8184652278177458;0.01
8;0.8211031175059952;0.01
9;0.830695443645084;0.01
10;0.8247002398081534;0.01
11;0.8323741007194244;0.01
12;0.8400479616306954;0.01
13;0.8474820143884892;0.01
14;0.847242206235012;0.01
15;0.8342925659472422;0.01
16;0.841726618705036;0.01
