Epoch;Accuracy;Learning rate
1;0.1669449081803005;0.01
2;0.2020033388981636;0.01
3;0.2387312186978297;0.01
4;0.27378964941569284;0.01
5;0.4040066777963272;0.01
6;0.3973288814691152;0.01
7;0.42070116861435725;0.01
8;0.44073455759599334;0.01
9;0.44073455759599334;0.01
10;0.48747913188647746;0.01
11;0.5025041736227045;0.01
12;0.46410684474123537;0.01
13;0.48414023372287146;0.01
14;0.46243739565943237;0.01
15;0.48414023372287146;0.01
16;0.48580968280467446;0.01
